,exchangeId,encodedCustNo,name,nickName,isAlwaysOn,jobCount,industryMean,mean,meanNonSupervisor,medianNonSupervisor
238,2031,ggo78tk,新光鋼鐵股份有限公司,新光鋼,True,14,97.9,88.8,80.7,70.3
1393,6585,11fmo6ns,鼎基先進材料股份有限公司,鼎基,True,14,95.4,79.6,75.9,70.3
811,3630,wi1p34w,新鉅科技股份有限公司,新鉅科,True,13,90.6,91.5,80.3,70.3
19,1229,5ienadc,聯華實業控股股份有限公司,聯華,True,17,84.8,285.7,77.1,70.3
546,2949,1a2x6biqmj,欣新網股份有限公司,欣新網,True,9,100.7,90.8,77.7,70.3
1610,8410,vjvll48,森田印刷廠股份有限公司,森田,True,6,138.1,72.9,71.6,70.3
960,4720,21unm20,德淵企業股份有限公司,德淵,True,20,90.9,93.9,76.8,70.3
183,1735,aoqimu0,日勝化工股份有限公司,日勝化,True,6,90.9,83.5,78.8,70.3
719,3416,18j1qrxk,融程電訊股份有限公司,融程電,True,17,138.1,86.7,83.3,70.3
1426,6674,b8gsjt4,鋐寶科技股份有限公司,鋐寶科技,True,20,101.1,108.8,83.3,70.2
595,3056,7gzpfc0,總太地產開發股份有限公司,富華新,False,0,105.5,113.6,95.9,70.2
1309,6285,18posm48,啟碁科技股份有限公司,啟碁,True,202,101.1,112.0,117.0,70.2
1041,5222,7erk81s,全訊科技股份有限公司,全訊,True,1,193.8,85.2,79.7,70.1
1096,5439,agmi47s,高技企業股份有限公司,高技,True,27,94.0,83.3,79.8,70.1
1385,6574,10vptatk,霈方國際股份有限公司,霈方,True,13,88.8,84.2,87.8,70.1
40,1314,1f0kpe0,中國石油化學工業開發股份有限公司,中石化,True,53,111.7,78.0,76.0,69.9
1048,5251,13u1egu0,天鉞電子股份有限公司,天鉞電,True,5,90.6,115.8,78.8,69.9
873,4153,1524p5eo,鈺緯科技開發股份有限公司,鈺緯,True,6,88.8,92.4,81.8,69.8
828,3687,wd14t3s,茂為歐買尬數位科技股份有限公司,歐買尬,True,15,100.7,95.5,76.0,69.8
777,3552,pohvye0,同致電子企業股份有限公司,同致,True,64,134.7,95.4,84.3,69.6
1267,6224,7jrxeog,聚鼎科技股份有限公司,聚鼎,True,10,94.0,95.9,83.1,69.6
735,3466,5oob0ui,德晉科技股份有限公司,德晉,True,6,101.1,96.3,75.4,69.5
1603,8367,aoisont,建新國際股份有限公司,建新國際,True,26,127.2,75.5,72.9,69.5
1043,5230,dat50k8,雷笛克光學股份有限公司,雷笛克光學,True,7,90.6,68.1,83.1,69.5
881,4168,5trfuo0,台灣醣聯生技醫藥股份有限公司,醣聯,True,4,88.8,92.4,77.1,69.5
630,3162,13p051pk,精確實業股份有限公司,精確,True,0,81.5,137.2,74.6,69.5
769,3540,wgqlm3k,曜越科技股份有限公司,曜越,True,10,138.1,101.7,84.2,69.4
480,2718,5lqhbxc,全心投資控股股份有限公司,晶悅,True,15,105.5,149.7,93.7,69.4
1090,5410,p398dc,國眾電腦股份有限公司,國眾,True,28,107.4,82.3,74.5,69.4
1384,6570,cj0iykw,維田科技股份有限公司,維田,True,12,138.1,98.3,76.3,69.4
229,2020,kixqgrk,美亞鋼管廠股份有限公司,美亞,True,0,97.9,69.3,81.9,69.4
710,3374,7ovnv1s,精材科技股份有限公司,精材,True,4,193.8,96.7,92.3,69.4
961,4721,13tod7bc,美琪瑪國際股份有限公司,美琪瑪,True,3,90.9,76.6,81.6,69.4
139,1584,10wktbio,精剛精密科技股份有限公司,精剛,True,15,95.4,103.7,77.2,69.2
1625,8446,7qjl188,華研國際音樂股份有限公司,華研,True,1,122.0,106.8,77.8,69.2
1213,6164,fp3bs5s,華興電子工業股份有限公司,華興,True,5,90.6,89.4,68.2,69.1
1141,5604,nhimnqg,中連汽車貨運股份有限公司,中連,False,0,95.4,89.6,67.4,69.1
216,1907,132u3n80,永豐餘投資控股股份有限公司,永豐餘,True,59,84.9,238.0,77.5,69.1
578,3037,at8e1vc,欣興電子股份有限公司,欣興,True,297,94.0,76.3,85.4,69.1
1481,6821,alggiz4,聯寶電子股份有限公司,聯寶,True,9,94.0,90.9,83.2,69.0
809,3628,7jyrof4,盈正豫順電子股份有限公司,盈正,True,38,134.7,81.6,79.6,69.0
1448,6728,1a2x6bix9z,上洋產業股份有限公司,上洋,True,80,80.9,85.0,79.7,69.0
456,2611,fjvc8zk,志信國際股份有限公司,志信,True,1,127.2,115.3,65.9,68.9
1065,5309,9jgwyk0,系統電子工業股份有限公司,系統電,True,59,94.0,108.4,90.0,68.8
1067,5312,at5q9kg,寶島光學科技股份有限公司,寶島科,True,167,88.8,82.9,81.3,68.8
120,1531,dkigrew,高林股份有限公司,高林股,True,6,81.5,75.2,74.8,68.7
755,3520,a50tp9c,華盈電子股份有限公司,華盈,True,6,94.0,92.2,77.4,68.7
1327,6432,5tu7k68,今展科技股份有限公司,今展科,True,9,94.0,87.0,79.0,68.6
1500,6877,1a2x6bj184,鏵友益科技股份有限公司,鏵友益,True,25,134.7,82.4,76.3,68.6
1036,5210,amk1yk8,寶碩財務科技股份有限公司,寶碩,True,15,107.4,76.9,76.5,68.5
607,3081,7czgnio,聯亞光電工業股份有限公司,聯亞,True,16,101.1,84.8,79.3,68.4
28,1264,arbyj54,德麥食品股份有限公司,德麥,True,14,84.8,90.5,83.4,68.4
1299,6274,1xw3soo,台燿科技股份有限公司,台燿,True,35,94.0,85.7,78.6,68.4
1407,6624,7qw380o,萬年清環境工程股份有限公司,萬年清,True,8,95.1,81.8,77.8,68.4
1160,6020,ajnai6o,大展證券股份有限公司,大展證,True,31,127.1,117.3,65.5,68.4
1365,6527,biepeqw,明達醫學科技股份有限公司,明達醫,True,10,88.8,114.9,79.1,68.4
802,3611,d5edmu8,鼎翰科技股份有限公司,鼎翰,True,16,138.1,97.9,86.3,68.3
1564,8109,13ut1u60,博大科技股份有限公司,博大,True,12,94.0,82.3,77.6,68.3
1324,6419,cyl0sl4,京晨科技股份有限公司,京晨科,True,0,90.6,77.3,82.9,68.3
1236,6190,25avbjc,萬泰科技股份有限公司,萬泰科,True,13,101.1,83.6,84.4,68.2
325,2368,e7y1qlc,金像電子股份有限公司,金像電,True,42,94.0,96.3,87.7,68.2
165,1711,73nkc7s,臺灣永光化學工業股份有限公司,永光,True,74,90.9,69.0,71.8,68.2
1169,6109,awep4m8,亞元科技股份有限公司,亞元,True,8,101.1,92.3,74.5,68.1
1633,8476,10x62k4o,台境企業股份有限公司,台境,True,28,95.1,79.0,79.0,68.0
422,2506,53k2a5k,太平洋建設股份有限公司,太設,True,10,105.5,49.9,75.3,68.0
1223,6175,12v924kg,立敦科技股份有限公司,立敦,True,0,94.0,78.7,72.3,67.9
1664,9904,qyz0sc1,寶成工業股份有限公司,寶成,True,175,85.4,82.9,87.7,67.9
995,4923,d76w56g,力士科技股份有限公司,力士,True,2,193.8,111.2,80.5,67.8
1419,6661,10togs6g,威健股份有限公司,威健生技,True,3,88.8,85.2,76.4,67.7
969,4739,13usy9b4,康普材料科技股份有限公司,康普,True,14,90.9,71.2,78.8,67.6
783,3564,5tcjwoo,明基佳世達集團_其陽科技股份有限公司,其陽,True,23,101.1,94.3,84.0,67.5
204,1805,5lfeayg,寶徠建設股份有限公司,寶徠,True,0,105.5,112.4,70.6,67.5
172,1721,plt4ztc,三晃股份有限公司,三晃,True,20,90.9,71.5,70.9,67.5
668,3265,wet8hhs,台星科股份有限公司,台星科,False,0,193.8,90.4,86.2,67.5
716,3402,ay3xxaw,漢科系統科技股份有限公司,漢科,True,61,134.7,96.6,83.2,67.5
279,2241,ojfws20,艾姆勒科技股份有限公司,艾姆勒,True,14,86.6,76.1,73.9,67.5
1077,5348,a5hkotk,正能量智能股份有限公司,正能量智能,True,0,101.1,77.1,71.2,67.5
1060,5292,asimpm0,華懋科技股份有限公司,華懋,True,32,95.1,80.3,75.8,67.5
1298,6271,1xwmz9s,同欣電子工業股份有限公司,同欣電,True,34,193.8,93.7,94.8,67.4
922,4533,gkz1n28,協易機械工業股份有限公司,協易機,True,12,81.5,85.4,72.5,67.4
603,3067,29lrwhc,全域股份有限公司,全域,True,0,134.7,89.5,67.8,67.4
497,2756,1128rki8,Share tea / 歇腳亭 / UG / MAMAK檔_聯發國際餐飲事業股份有限公司,聯發國際,True,63,57.2,75.1,77.8,67.4
214,1905,17707q0w,中華紙漿股份有限公司,華紙,True,44,84.9,77.6,72.7,67.3
1021,4995,wimho7k,晶達光電股份有限公司,晶達,True,13,90.6,81.9,76.4,67.3
1598,8341,15b59ew8,日友環保科技股份有限公司,日友,True,16,95.1,107.7,80.6,67.3
7,1201,57o6s28,味全食品工業股份有限公司,味全,True,73,84.8,74.3,72.8,67.3
6,1110,125yuq0w,東南水泥股份有限公司,東泥,True,7,88.9,71.3,76.3,67.3
830,3691,1a2x6blp7p,碩禾電子材料股份有限公司,碩禾,True,9,90.6,76.8,79.2,67.3
471,2643,5qe1cpc,捷迅股份有限公司,捷迅,True,7,127.2,64.9,80.2,67.3
338,2387,13mblwrs,精元電腦股份有限公司,精元,True,9,138.1,97.3,74.2,67.2
138,1583,o1txua8,程泰機械股份有限公司,程泰,True,14,81.5,72.8,72.1,67.2
1250,6206,9r43ko8,飛捷科技股份有限公司,飛捷,True,24,138.1,93.3,84.1,67.1
993,4916,5yzz8cg,事欣科技股份有限公司,事欣科,True,0,138.1,136.0,64.4,67.1
1304,6279,9jbmmpc,胡連精密股份有限公司,胡連,True,36,94.0,86.4,81.9,67.1
1228,6182,7ewbe34,合晶科技股份有限公司,合晶,True,16,193.8,61.4,72.8,67.1
589,3049,wi2uotk,精金科技股份有限公司,精金,True,26,90.6,74.8,75.1,67.0
787,3577,12trezqg,泓格科技股份有限公司,泓格,True,15,138.1,71.9,73.9,66.9
530,2904,5lov5sg,匯僑股份有限公司,匯僑,True,3,95.4,90.6,68.3,66.9
680,3294,13oa60g0,英濟股份有限公司,英濟,True,27,94.0,93.3,81.0,66.9
1528,8047,aqc2780,星雲電腦股份有限公司,星雲,True,6,134.7,82.3,76.1,66.8
796,3594,12syxbco,磐儀科技股份有限公司,磐儀,True,20,138.1,80.8,77.2,66.8
653,3224,7nhfxeg,三顧股份有限公司,三顧,True,23,110.9,73.0,80.3,66.8
1704,9962,18hxclmg,有益鋼鐵股份有限公司,有益,True,10,97.9,76.4,67.8,66.7
848,4102,q0ef2xk,永日化學工業股份有限公司,永日,True,10,88.8,79.9,73.3,66.7
1201,6148,13q0vuuo,驊宏資通股份有限公司,驊宏資,False,0,107.4,90.1,75.8,66.7
919,4529,aeswon4,淳紳股份有限公司,淳紳,True,0,95.4,101.9,64.5,66.7
1026,5013,12wu6fko,強新工業股份有限公司,強新,True,14,97.9,72.0,69.0,66.6
1558,8099,wifk2vc,大同世界科技股份有限公司,大世科,True,88,107.4,81.5,80.5,66.6
1617,8431,dcmmgm8,匯鑽科技股份有限公司,匯鑽科,True,12,134.7,94.7,65.4,66.6
166,1712,nuiw5c0,興農股份有限公司,興農,True,57,90.9,76.3,75.2,66.6
1170,6111,7mqw92w,大宇資訊股份有限公司,大宇資,True,5,122.0,131.8,75.2,66.6
322,2364,10p4nrqo,倫飛電腦實業股份有限公司,倫飛,True,11,138.1,100.7,80.2,66.5
416,2496,a5hn40g,卓越成功股份有限公司,卓越,False,0,95.4,226.9,82.0,66.5
426,2515,yhxkbog,中華工程股份有限公司,中工,True,172,105.5,108.3,74.2,66.5
380,2449,ac88aaw,京元電子股份有限公司,京元電子,True,34,193.8,74.8,79.2,66.5
1220,6171,155r7dzc,大城地產股份有限公司,大城地產,False,0,105.5,67.9,71.2,66.5
803,3615,d8ig5w8,安可光電股份有限公司(錸德集團),安可,True,0,90.6,85.3,80.4,66.5
683,3303,aybgbvc,岱稜科技股份有限公司,岱稜,True,2,134.7,79.5,73.5,66.5
260,2105,rc3g2oh,正新橡膠工業股份有限公司,正新,True,40,76.4,74.3,70.3,66.4
956,4711,g4mtbu8,永純化學工業股份有限公司,永純,False,0,90.9,76.7,69.5,66.4
554,3011,9mh81u8,今皓實業股份有限公司,今皓,False,0,94.0,98.7,76.1,66.4
722,3430,7hja5pc,奇鈦科技股份有限公司,奇鈦科,True,9,90.9,72.0,72.9,66.4
1130,5523,ulxe6q0,豐謙建設股份有限公司,豐謙,True,0,105.5,103.7,75.9,66.3
1666,9906,fculecg,欣巴巴事業股份有限公司,欣巴巴,True,33,105.5,97.0,80.4,66.3
1437,6697,azqqrbk,東捷資訊服務股份有限公司,東捷資訊,True,33,107.4,84.0,85.3,66.3
405,2482,hnksdjk,連宇股份有限公司,連宇,True,1,134.7,85.9,83.5,66.3
1550,8086,7ermy1k,宏捷科技股份有限公司,宏捷科,True,55,193.8,70.4,71.5,66.2
1602,8358,7k0hd3k,金居開發股份有限公司,金居,True,11,94.0,77.0,71.2,66.2
1615,8422,7rmo4bk,可寧衛集團_可寧衛股份有限公司,可寧衛,True,35,95.1,121.5,85.9,66.2
1023,5007,v99mblc,三星科技股份有限公司,三星,True,9,97.9,69.0,70.2,66.2
764,3531,o4yymd4,先益電子工業股份有限公司,先益,True,2,90.6,77.4,78.3,66.2
1555,8093,awdkxuw,保銳科技股份有限公司,保銳,True,0,94.0,82.0,68.5,66.2
371,2433,5qzuhd4,互盛股份有限公司,互盛電,True,62,134.7,61.1,71.7,66.2
1294,6265,7jttxi0,Kuen Chaang Uppertech Corp._堃昶股份有限公司,方方土昶,True,0,110.9,129.0,67.4,66.1
851,4106,auuccco,雃博股份有限公司,雃博,True,9,88.8,83.9,80.5,66.1
661,3234,7g3p180,光環科技股份有限公司,光環,True,2,101.1,79.5,76.1,66.0
891,4207,5r7g3o8,環泰企業股份有限公司,環泰,True,11,84.8,71.1,67.7,66.0
627,3147,13j9o5ls,大綜電腦系統股份有限公司,大綜,True,43,107.4,102.6,93.8,66.0
193,1781,18p8bbbk,合世生醫科技股份有限公司,合世,True,9,88.8,80.3,71.1,66.0
601,3064,wftqhi8,泰偉電子股份有限公司,泰偉,True,7,122.0,78.6,75.4,66.0
327,2371,52cwahd,大同股份有限公司,大同,True,83,81.5,76.2,73.9,65.9
1670,9911,am9fy8w,台灣櫻花股份有限公司,櫻花,True,43,80.9,81.0,77.5,65.9
890,4205,z24rp8o,中華食品實業股份有限公司,中華食,True,16,84.8,76.3,67.8,65.9
883,4173,2bvoz5c,久裕企業股份有限公司,久裕,True,18,88.8,78.6,73.8,65.7
1086,5388,13tpbu88,中磊電子股份有限公司,中磊,True,53,101.1,126.7,102.3,65.7
257,2102,kjlyz9c,泰豐輪胎股份有限公司,泰豐,True,0,76.4,52.7,71.1,65.7
983,4806,wew7jns,桂田文創娛樂股份有限公司,桂田文創,True,12,122.0,91.2,83.6,65.7
1678,9925,5msc8qo,台灣新光保全股份有限公司(SKS),新保,True,195,95.4,70.3,69.8,65.6
823,3679,gjkhc74,新至陞科技股份有限公司,新至陞,True,40,94.0,168.5,71.7,65.4
385,2455,18n0sg1s,全新光電科技股份有限公司,全新,True,7,101.1,95.3,90.0,65.4
776,3551,7dcdwqw,世禾科技股份有限公司,世禾,True,22,95.1,76.0,76.0,65.4
1373,6542,oeey0f4,隆中網絡股份有限公司,隆中,True,29,122.0,78.9,88.8,65.4
1009,4960,crlmg34,誠美材料科技股份有限公司,誠美材,True,31,90.6,70.7,66.6,65.3
1690,9939,qq4sj6g,宏全國際股份有限公司,宏全,True,34,95.4,75.4,70.8,65.3
616,3095,fhqg3fs,及成企業股份有限公司,及成,True,16,101.1,70.2,70.0,65.3
1011,4967,18r4dv88,十銓科技股份有限公司,十銓,True,25,193.8,79.9,79.4,65.3
202,1799,7m1fewo,易威生醫科技股份有限公司,易威,True,1,88.8,166.0,64.8,65.3
1341,6470,ckqydzk,宇智網通股份有限公司,宇智,True,22,101.1,95.8,82.7,65.2
1619,8433,5ri9gnc,弘帆股份有限公司,弘帆,True,0,80.9,169.0,76.7,65.2
709,3373,wffics0,熱映光電股份有限公司,熱映,True,3,134.7,95.3,72.5,65.2
1138,5548,1ykjn2g,安倉營造股份有限公司,安倉,True,15,105.5,77.3,78.1,65.1
95,1472,389fk7s,三洋實業股份有限公司,三洋實業,True,3,105.5,98.1,80.3,65.1
5,1109,1i8j7so,信大水泥股份有限公司,信大,True,0,88.9,67.6,68.3,65.0
72,1443,1ywnn20,立益物流開發股份有限公司,立益物流,True,5,95.4,76.9,65.7,65.0
328,2373,1n0j728,震旦集團_震旦行股份有限公司,震旦行,True,9,134.7,72.4,74.9,65.0
162,1708,589zb48,東南實業股份有限公司,東鹼,True,3,90.9,77.2,72.0,65.0
929,4542,whqtpmo,科嶠工業股份有限公司,科嶠,True,11,94.0,77.4,70.2,65.0
1429,6683,d1nyvmg,雍智科技股份有限公司,雍智科技,True,47,193.8,85.9,83.4,64.9
608,3083,wempj5s,中華網龍股份有限公司,網龍,True,12,122.0,81.9,77.7,64.7
916,4526,14hcw400,東台精機股份有限公司,東台,True,14,81.5,63.2,66.3,64.6
1116,5489,13kvx5w0,彩富電子股份有限公司,彩富,True,22,134.7,75.1,74.4,64.5
1416,6655,10ulnizc,KD_科定企業股份有限公司,科定,True,62,95.4,81.4,70.5,64.5
453,2608,nfpc8rk,嘉里大榮物流股份有限公司,嘉里大榮,True,194,127.2,65.0,67.8,64.5
1079,5353,5n29k60,台林電通股份有限公司,台林,True,19,101.1,87.7,76.6,64.5
1641,8908,3m0ioxk,欣雄天然氣股份有限公司,欣雄,True,8,102.0,85.4,72.2,64.4
344,2397,e7v7vxc,友通資訊股份有限公司,友通,True,11,138.1,81.2,81.9,64.4
293,2321,lozzlrc,東訊股份有限公司,東訊,True,26,101.1,90.2,78.1,64.4
1700,9951,xuzgw2w,皇田工業股份有限公司,皇田,True,10,81.5,78.4,71.9,64.3
1412,6645,ckatcjs,金萬林企業股份有限公司,金萬林-創,True,8,88.8,84.5,76.5,64.3
168,1714,5r60ntk,和桐化學股份有限公司,和桐,True,14,90.9,91.2,78.1,64.3
1210,6160,alcg2cw,欣技資訊股份有限公司,欣技,True,37,138.1,77.9,73.8,64.2
298,2329,14vys25k,華泰電子股份有限公司,華泰,True,57,193.8,69.7,73.1,64.2
1197,6143,7e01nk0,振曜科技股份有限公司,振曜,True,17,101.1,72.2,71.1,64.2
461,2616,fm13wso,山隆通運股份有限公司,山隆,True,66,102.0,55.3,74.6,64.2
125,1537,atkywc8,廣隆光電科技股份有限公司,廣隆,True,5,81.5,92.1,78.4,64.1
697,3332,13ifpqay,幸康電子股份有限公司,幸康,True,16,94.0,76.1,76.1,64.1
998,4933,111yxm80,友輝光電股份有限公司,友輝,True,21,90.6,77.4,72.5,64.0
817,3653,aaptjn4,健策精密工業股份有限公司,健策,True,94,94.0,101.3,81.8,64.0
1586,8234,13x18iow,新漢股份有限公司,新漢,True,97,138.1,75.4,73.2,64.0
256,2101,5aj92a0,南港輪胎股份有限公司,南港,True,32,76.4,76.1,72.7,63.9
1457,6753,inkt9ow,龍德造船工業股份有限公司,龍德造船,True,26,127.2,78.6,73.9,63.9
401,2477,fi62oiw,美隆工業股份有限公司,美隆電,True,15,134.7,82.4,73.4,63.8
1537,8068,7co74r4,全達國際股份有限公司,全達,True,1,110.9,92.6,76.3,63.8
1091,5425,fr19ld4,台灣半導體股份有限公司,台半,True,33,193.8,87.1,82.1,63.8
1243,6198,7p5zbqg,瑞築建設股份有限公司,瑞築,True,4,105.5,85.3,74.8,63.7
1251,6207,ahom1vk,雷科股份有限公司,雷科,True,3,94.0,64.3,70.3,63.7
53,1409,3eyww3c,新光合成纖維股份有限公司,新纖,True,47,72.4,61.9,65.1,63.6
290,2314,lpiuzbk,台揚科技股份有限公司,台揚,True,11,101.1,94.4,85.0,63.5
1280,6239,7dyysmw,力成科技股份有限公司,力成,True,49,193.8,72.2,80.4,63.5
1398,6593,9hxuu2o,台灣銘板股份有限公司,台灣銘板,True,4,107.4,77.9,72.1,63.5
609,3085,159q8jkw,創新新零售股份有限公司,新零售,True,0,100.7,67.4,63.8,63.5
974,4747,g8lagrc,強生化學製藥廠股份有限公司,強生製藥,True,8,88.8,79.6,70.0,63.4
9,1210,xjf9b4o,大成長城企業股份有限公司,大成,True,181,84.8,74.3,75.6,63.4
1289,6257,anzesfk,矽格股份有限公司,矽格,True,62,193.8,78.6,77.0,63.4
1531,8050,wdlkbi0,廣積科技股份有限公司,廣積,True,73,138.1,82.1,84.5,63.3
211,1817,ag6pib4,凱撒衛浴股份有限公司,凱撒衛,True,16,60.6,76.9,75.7,63.3
431,2528,11c38b2w,皇普建設股份有限公司,皇普,True,35,105.5,99.3,79.4,63.3
254,2070,15a1qei0,精湛光學科技股份有限公司,精湛,True,15,81.5,78.8,67.9,63.2
1609,8409,ag4yoqg,商之器科技股份有限公司,商之器,True,0,88.8,78.6,71.0,63.2
315,2355,k4myeg0,敬鵬工業股份有限公司,敬鵬,True,68,94.0,70.9,70.2,63.2
770,3541,b0i93bs,西柏科技股份有限公司,西柏,True,42,134.7,74.8,76.0,63.1
944,4568,1a2x6bis2f,科際精密股份有限公司,科際精密,True,5,81.5,89.3,75.8,63.1
17,1225,a5j4ya8,福懋油脂股份有限公司,福懋油,True,8,84.8,73.7,69.0,63.1
1553,8091,13pi4608,翔名科技股份有限公司,翔名,True,31,193.8,80.3,71.7,63.1
43,1319,vdzxk4o,東陽實業廠股份有限公司,東陽,True,27,86.6,69.3,74.8,63.0
1629,8463,1a2x6bm55a,潤泰精密材料股份有限公司,潤泰材,True,23,95.4,79.6,73.4,63.0
1688,9937,ajp520o,全國加油站股份有限公司,全國,True,39,102.0,40.8,68.0,63.0
1321,6416,d35de9s,瑞祺電通股份有限公司,瑞祺電通,True,37,101.1,78.2,72.3,63.0
723,3432,aj79ht4,台端興業股份有限公司,台端,True,1,94.0,118.1,72.6,63.0
880,4167,111okcq0,松瑞製藥股份有限公司,松瑞藥,True,18,88.8,74.3,68.0,62.9
660,3232,afxisg0,昱捷股份有限公司,昱捷,True,5,110.9,83.8,73.4,62.9
368,2430,vyizvag,燦坤實業股份有限公司,燦坤,True,440,110.9,47.3,66.3,62.9
296,2327,aed9jhs,國巨股份有限公司,國巨,True,75,94.0,76.7,74.5,62.9
788,3580,10s9aapc,友威科技股份有限公司,友威科,True,10,134.7,75.4,72.1,62.8
159,1701,1a2x6bmiyo,中化控股_中國化學製藥股份有限公司,中化,True,54,88.8,75.6,73.7,62.8
1219,6170,5kp80w0,統振股份有限公司,統振,True,11,101.1,212.8,90.9,62.8
915,4523,ach8cyw,永彰科技股份有限公司,永彰,True,25,81.5,81.9,71.2,62.8
856,4113,7epadag,聯上實業股份有限公司,聯上,True,1,105.5,88.0,62.7,62.8
396,2468,5kddjhs,華經資訊企業股份有限公司,華經,True,28,107.4,81.0,73.7,62.7
1218,6169,ap9yac0,昱泉國際股份有限公司,昱泉,True,17,122.0,74.8,69.9,62.7
1440,6706,wh7d6hs,惠特科技股份有限公司,惠特,True,28,90.6,50.2,76.4,62.6
1420,6662,5wpy32o,樂斯科生物科技股份有限公司,樂斯科,True,9,88.8,75.4,70.3,62.5
1702,9958,aekmp0o,世紀鋼鐵結構股份有限公司,世紀鋼,True,10,97.9,72.4,69.6,62.5
350,2406,18n5hutc,國碩科技工業股份有限公司,國碩,True,6,90.6,71.9,69.7,62.5
749,3508,5x99680,位速科技股份有限公司,位速,True,9,134.7,76.3,76.0,62.5
1173,6114,k5p2ak8,久威國際股份有限公司,久威,True,0,94.0,77.1,75.9,62.4
694,3323,7h3w268,加百裕工業股份有限公司,加百裕,True,6,138.1,82.4,75.9,62.4
1587,8240,12brd9d4,華宏新技股份有限公司,華宏,True,27,90.6,72.9,70.6,62.3
175,1725,5kn3kko,元禎企業股份有限公司,元禎,True,18,90.9,75.6,71.6,62.3
604,3071,15oeqvvs,協禧電機股份有限公司,協禧,True,8,138.1,73.9,71.2,62.3
1221,6173,auzfx5c,信昌電子陶瓷股份有限公司,信昌電,True,14,94.0,67.5,71.5,62.3
223,2010,5aojo5s,春源鋼鐵工業股份有限公司,春源,True,70,97.9,67.5,71.7,62.3
207,1809,lm8f9hs,中國製釉股份有限公司,中釉,True,14,60.6,68.6,72.0,62.2
978,4764,12xodwhs,雙鍵化工股份有限公司,雙鍵,True,8,90.9,70.1,68.1,62.2
1462,6762,cmnrl00,達亞國際股份有限公司,達亞,True,40,88.8,74.7,72.1,62.2
1102,5460,fhcwzy0,同協電子股份有限公司,同協,True,0,94.0,76.4,69.3,62.2
1530,8049,7jw7jag,晶采光電科技股份有限公司,晶采,True,10,90.6,94.1,83.4,62.2
1644,8921,79mvkyw,沈氏藝術印刷股份有限公司,沈氏,True,15,95.4,72.7,68.2,62.2
954,4706,52rs328,大恭化學工業股份有限公司,大恭,True,4,90.9,63.9,64.3,62.1
134,1569,z3likt4,濱川企業股份有限公司,濱川,True,4,138.1,85.0,65.8,62.1
1029,5016,13bv41q8,松和工業股份有限公司,松和,True,0,97.9,65.0,66.6,62.1
670,3268,13k10j3s,海德威電子工業股份有限公司,海德威,True,1,193.8,75.3,64.4,62.1
156,1616,ahe9d7k,億泰電線電纜股份有限公司,億泰,True,8,88.7,72.1,69.7,62.0
155,1615,ts5rrf4,大山電線電纜股份有限公司,大山,True,9,88.7,69.5,69.1,62.0
943,4566,1a2x6bjwsx,時碩工業股份有限公司,時碩工業,True,11,81.5,78.4,74.4,62.0
1282,6241,13qmpey0,易通展科技股份有限公司,易通展,True,3,101.1,78.1,74.2,62.0
1623,8440,7n4r3ew,綠電再生股份有限公司,綠電,True,3,95.1,75.4,73.2,61.9
894,4305,a8hwdpk,世堃塑膠股份有限公司,世坤,True,6,111.7,83.3,73.7,61.8
1402,6606,g7y4lgw,建德工業股份有限公司,建德工業,True,2,81.5,80.1,62.9,61.8
382,2451,arr95o8,創見資訊股份有限公司,創見,True,18,193.8,76.7,76.3,61.8
814,3645,wiiqks8,達邁科技股份有限公司,達邁,True,18,94.0,66.7,65.7,61.8
1293,6264,18s3lbbc,富裔實業股份有限公司,富裔,True,11,105.5,78.9,73.6,61.7
1269,6226,adsj0hs,光鼎電子股份有限公司,光鼎,True,7,90.6,93.8,76.5,61.6
390,2461,a5hd5zk,光群雷射科技股份有限公司,光群雷,True,8,134.7,81.0,72.3,61.6
197,1786,61ml6jk,科妍生物科技股份有限公司,科妍,True,18,88.8,94.2,71.5,61.6
1125,5516,lpi3f1c,雙喜營造股份有限公司,雙喜,True,13,105.5,69.2,70.6,61.6
1406,6615,1a2x6bi3k2,慧智基因股份有限公司,慧智,True,15,88.8,76.9,67.3,61.5
1148,5706,579dd4o,鳳凰國際旅行社股份有限公司,鳳凰,True,14,57.2,68.5,86.7,61.5
642,3202,i71egww,樺晟電子股份有限公司,樺晟,True,3,94.0,71.6,69.9,61.5
1681,9928,8iw82gg,中視_中國電視事業股份有限公司,中視,True,22,95.4,64.8,68.4,61.5
1075,5345,ay2hqg0,天揚精密科技股份有限公司,天揚,True,0,95.4,90.6,80.4,61.4
1134,5531,auzqals,鄉林建設事業股份有限公司,鄉林,True,26,105.5,76.2,71.8,61.4
681,3296,5u30vs8,勝德國際研發股份有限公司,勝德,True,21,94.0,74.7,66.6,61.4
955,4707,0,磐亞股份有限公司,磐亞,False,0,90.9,79.6,68.0,61.4
1391,6582,1a2x6bk9de,申豐特用應材股份有限公司,申豐,True,10,76.4,60.1,67.6,61.4
179,1731,6h0t328,美吾華股份有限公司,美吾華,True,14,88.8,83.2,72.1,61.4
1111,5481,axgbnqg,新華泰富股份有限公司,新華,True,1,95.4,97.5,67.2,61.4
548,3003,r8bfho8,健和興端子股份有限公司,健和興,True,49,94.0,59.8,66.7,61.4
629,3152,7jy2rtc,璟德電子工業股份有限公司,璟德,True,2,101.1,66.3,75.7,61.3
